game_id,player_id,pos,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date
202109120atl,DaviMi01,RB,Mike Davis,ATL,0,0,0,0,0,0,0,0,0,15,49,0,12,6,3,23,0,9,0,0,15,15,0,15,ATL,PHI,0,0,0,0,0,0,10.2,10.2,8.7,8.7,8.7,8.7,0,0,0,0,29,20,1,-3,25,0,54,75,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,ArceJJ00,WR,JJ Arcega-Whiteside,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,WardGr02,WR,Greg Ward,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,StolJa00,TE,Jack Stoll,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,HursHa00,TE,Hayden Hurst,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,28,0,9,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,6.8,6.8,4.8,4.8,4.8,4.8,0,0,0,0,0,0,0,10,18,0,43,60,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,GageRu00,WR,Russell Gage,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,49,68,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,SharTa00,WR,Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,BlakCh00,WR,Christian Blake,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,HessPa00,TE,Parker Hesse,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,SmitLe00,TE,Lee Smith,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120atl,ZaccOl01,WR,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,PHI,ATL,32,6,FALSE,retractable roof (open),fieldturf,72,45,0,-3.5,ATL,49,9/12/2021
202109120buf,RoetBe00,QB,Ben Roethlisberger,PIT,18,32,188,1,0,2,11,24,83.9,4,5,0,8,0,0,0,0,0,0,1,3,38,35,3,PIT,BUF,0,0,0,0,0,0,12.02,12.02,12.02,12.02,12.02,12.02,196,9,10,4,5,0,0,0,0,0,58,100,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,ClayCh01,WR,Chase Claypool,PIT,0,0,0,0,0,0,0,0,0,1,25,0,25,5,3,45,0,22,0,0,1,1,0,1,PIT,BUF,0,0,0,0,0,0,10,10,8.5,8.5,8.5,8.5,0,0,0,0,22,3,0,61,5,0,39,67,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,SmitJu00,WR,JuJu Smith-Schuster,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,52,0,24,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,9.2,9.2,7.2,7.2,7.2,7.2,0,0,0,0,0,0,0,50.4,24,0,53,91,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,JohnDi01,WR,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,36,1,14,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,14.6,14.6,12.1,12.1,12.1,12.1,0,0,0,0,0,0,0,51,29,0,44,76,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,HarrNa00,RB,Najee Harris,PIT,0,0,0,0,0,0,0,0,0,16,45,0,18,3,1,4,0,4,0,0,16,16,0,16,PIT,BUF,0,0,0,0,0,0,5.9,5.9,5.4,5.4,5.4,5.4,0,0,0,0,23,22,1,3,1,0,58,100,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,SingDe00,RB,Devin Singletary,BUF,0,0,0,0,0,0,0,0,0,11,72,0,25,5,3,8,0,5,0,0,11,11,0,11,BUF,PIT,0,0,0,0,0,0,11,11,9.5,9.5,9.5,9.5,0,0,0,0,54,18,1,5,6,1,64,75,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,BreiMa00,RB,Matt Breida,BUF,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,4,4,0,4,BUF,PIT,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,2,2,0,0,0,0,10,12,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,DiggSt00,WR,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,69,0,13,0,0,0,0,0,0,BUF,PIT,0,0,0,0,0,0,15.9,15.9,11.4,11.4,11.4,11.4,0,0,0,0,0,0,0,127.4,22,0,79,93,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,BeasCo00,WR,Cole Beasley,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,60,0,12,0,0,0,0,0,0,BUF,PIT,0,0,0,0,0,0,14,14,10,10,10,10,0,0,0,0,0,0,0,58.5,25,2,77,91,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,SandEm00,WR,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,52,0,16,0,0,0,0,0,0,BUF,PIT,0,0,0,0,0,0,9.2,9.2,7.2,7.2,7.2,7.2,0,0,0,0,0,0,0,148.8,5,0,79,93,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,KnoxDa00,TE,Dawson Knox,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,41,0,13,0,0,0,0,0,0,BUF,PIT,0,0,0,0,0,0,8.1,8.1,6.1,6.1,6.1,6.1,0,0,0,0,0,0,0,23.2,18,0,48,56,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,DaviGa01,WR,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40,1,37,0,0,0,0,0,0,BUF,PIT,0,0,0,0,0,0,12,12,11,11,11,11,0,0,0,0,0,0,0,66,19,1,43,51,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,McKeIs00,WR,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,0,1,-3,0,-3,0,0,0,0,0,0,0,1,1,0,1,BUF,PIT,0,0,0,0,0,0,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0,0,0,0,-3,0,0,0,0,0,15,18,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,GentZa00,TE,Zach Gentry,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,-2,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,0.8,0.8,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,-2,0,0,16,28,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,FreiPa00,TE,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,24,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,3.4,3.4,2.9,2.9,2.9,2.9,0,0,0,0,0,0,0,15,9,0,29,50,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,EbroEr00,TE,Eric Ebron,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,0,19,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,2.9,2.9,2.4,2.4,2.4,2.4,0,0,0,0,0,0,0,23,2,0,27,47,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,WashJa00,WR,James Washington,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,9,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,3,3,2,2,2,2,0,0,0,0,0,0,0,-5,15,0,15,26,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,KumeJa00,WR,Jake Kumerow,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,AlleJo02,QB,Josh Allen,BUF,30,51,270,1,0,3,16,37,79.7,9,44,0,11,0,0,0,0,0,1,1,8,63,55,8,BUF,PIT,0,0,0,0,0,0,18.2,18.2,17.2,17.2,17.2,17.2,473,9,1,13,30,14,1,0,0,0,85,100,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
202109120buf,WattDe00,FB,Derek Watt,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,PIT,BUF,23,16,FALSE,outdoors,astroturf,73,79,17,-6.5,BUF,48.5,9/12/2021
