game_id,player_id,pos,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date
202009130atl,GageRu00,WR,Russell Gage,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,114,0,24,0,0,0,0,0,0,ATL,SEA,0,0,0,0,0,1,23.4,23.4,15.9,15.9,17.9,17.9,0,0,0,0,0,0,0,88.8,46,1,55,69,SEA,ATL,38,25,FALSE,retractable roof (closed),fieldturf,72,45,0,-1,ATL,49.5,9/13/2020
202009130buf,BellLe00,RB,Le'Veon Bell,NYJ,0,0,0,0,0,0,0,0,0,6,14,0,7,2,2,32,0,30,0,0,6,6,0,6,NYJ,BUF,0,0,0,0,0,0,6.6,6.6,5.6,5.6,5.6,5.6,0,0,0,0,1,13,0,18,14,0,32,57,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,AdamJo03,RB,Josh Adams,NYJ,0,0,0,0,0,0,0,0,0,2,8,1,6,2,2,14,0,7,0,0,2,2,0,2,NYJ,BUF,0,0,0,0,0,0,10.2,10.2,9.2,9.2,9.2,9.2,0,0,0,0,2,6,0,5,9,0,13,23,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,DarnSa00,QB,Sam Darnold,NYJ,21,35,215,1,1,3,13,69,75.3,1,6,0,6,0,0,0,0,0,0,1,0,39,39,0,NYJ,BUF,0,0,0,0,0,0,12.2,12.2,11.2,11.2,12.2,12.2,257,7,20,3,6,0,0,0,0,0,56,100,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,GoreFr00,RB,Frank Gore,NYJ,0,0,0,0,0,0,0,0,0,6,24,0,8,0,0,0,0,0,0,0,6,6,0,6,NYJ,BUF,0,0,0,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,0,0,0,0,7,17,0,0,0,0,14,25,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,PerrBr02,WR,Breshad Perriman,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,0,13,0,0,0,0,0,0,NYJ,BUF,0,0,0,0,0,0,4.7,4.7,3.2,3.2,3.2,3.2,0,0,0,0,0,0,0,37,10,0,56,100,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,HogaCh00,WR,Chris Hogan,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,NYJ,BUF,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,49.2,0,0,51,91,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,CrowJa00,WR,Jamison Crowder,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,115,1,69,0,0,0,0,0,0,NYJ,BUF,0,0,0,0,0,1,27.5,27.5,21,21,23,23,0,0,0,0,0,0,0,101.4,93,2,48,86,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,HernCh00,TE,Chris Herndon,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,37,0,18,1,0,0,0,0,0,NYJ,BUF,0,0,0,0,0,0,8.7,8.7,4.7,4.7,4.7,4.7,0,0,0,0,0,0,0,46.9,13,0,40,71,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
202009130buf,MossZa00,RB,Zack Moss,BUF,0,0,0,0,0,0,0,0,0,9,11,0,7,4,3,16,1,8,0,0,9,9,0,9,BUF,NYJ,0,0,0,0,0,0,11.7,11.7,10.2,10.2,10.2,10.2,0,0,0,0,0,11,2,9.2,11,0,39,45,NYJ,BUF,17,27,FALSE,outdoors,astroturf,67,93,15,-6.5,BUF,39.5,9/13/2020
